"arm","rep","condition","method","n","V","n_used","elapsed","error_msg","silhouette","davies_bouldin","nmi","ess_retention","rv_coefficient","effect_bias","nystrom_error","silhouette_anchor","davies_bouldin_anchor","nmi_anchor","ess_retention_anchor","ber","ber_anchor"
"A",2,"complete","GRAMA",300,2,300,15.62,"",0.875507384182219,0.247171764845171,1,1,0.104095472479355,1.56624296342432,NA,0.875507384182219,0.247171764845171,1,1,0.676666666666667,NA
"A",2,"complete","DIABLO",300,2,300,64.044,"",-0.0149687002829696,3.239221772187,0.180959156264067,1,0.477136724529242,1.29298653096494,NA,-0.0149687002829696,3.239221772187,0.215858214704298,1,0.58,NA
"A",2,"complete","MOFA2",300,2,300,18.356,"",-0.0411648660605389,5.95119039892364,0.174326007020303,1,0.664149082185284,0.331373979951389,NA,-0.0411648660605389,5.95119039892364,0.180626138556021,1,NA,NA
"A",2,"mcar30","GRAMA",300,2,300,10.729,"",0.157740052151052,2.49883004540215,0.167087291764839,1,0.0620398236028355,1.75905094057939,NA,0.76744263710083,0.444329486306444,1,1,0.753057359307359,NA
"A",2,"mcar30","DIABLO",300,2,149,44.326,"",-0.00518583005214718,2.92210326296153,0.262043718979021,0.496666666666667,0.497883451617943,2.17920304553901,NA,-0.00518583005214718,2.92210326296153,0.268916529817651,1,0.707386363636364,NA
"A",2,"mcar30","MOFA2",300,2,300,4.155,"",-0.0302260802970903,7.28745666920376,0.116804669180262,1,0.366076723140864,0.753986558619056,NA,-0.0196069022750621,4.5946281855247,0.155204322550782,1,NA,NA
"A",2,"mcar30","ImputeDIABLO",300,2,300,3.398,"",0.00204994514253291,3.35266022013171,0.0636618279707491,1,0.225428104853799,1.66849823768487,NA,0.018255560769116,2.89914604332601,0.181145436730211,1,NA,NA
"A",2,"mcar50","GRAMA",300,2,300,9.57600000000002,"",0.0371408503081236,3.36279082792761,0.119080267649616,1,0.0705938062075087,1.51437378133327,NA,0.78251263712125,0.52134011383429,1,1,0.610853220006538,NA
"A",2,"mcar50","DIABLO",300,2,78,35.562,"",0.159281343993506,1.46847919420458,0.474203458200573,0.26,0.359484061201585,2.33853602693382,NA,0.159281343993506,1.46847919420458,0.474203458200573,1,0.635687043696197,NA
"A",2,"mcar50","MOFA2",300,2,300,5.35299999999998,"",-0.0447374826733688,9.22526445594112,0.06708484909495,1,0.27393861857128,1.52483107659118,NA,-0.0632250820064193,5.01267844506368,0.144594356825725,1,NA,NA
"A",2,"mcar50","ImputeDIABLO",300,2,300,3.02499999999998,"",-0.0196464152120148,3.02018237705468,0.135306111251019,1,0.17814308088875,1.61852927951676,NA,0.0309691831510078,2.56156122987021,0.25062176023306,1,NA,NA
"A",2,"mar","GRAMA",300,2,300,10.369,"",0.144571979342853,2.71454618482464,0.252441658009705,1,0.105659689291066,1.6415456302788,NA,0.737844546728754,0.431292530980214,1,1,0.668104418801013,NA
"A",2,"mar","DIABLO",300,2,143,44.298,"",0.0520371396637924,1.99834210785897,0.236711875385632,0.476666666666667,0.43872164469146,2.44353008224769,NA,0.0520371396637924,1.99834210785897,0.236711875385632,1,0.674043062200957,NA
"A",2,"mar","MOFA2",300,2,300,4.80600000000004,"",-0.0583051986428972,7.46423925715609,0.0734331871392262,1,0.322691828163601,1.59914199689939,NA,-0.0317393444896879,3.71906455537205,0.166929390456972,1,NA,NA
"A",2,"mar","ImputeDIABLO",300,2,300,3.24800000000005,"",-0.0515008006889469,3.18785297028326,0.109124945045093,1,0.216249558212269,1.81538787416539,NA,-0.0409944986984113,2.81325659486794,0.142392615452185,1,NA,NA
"A",3,"complete","GRAMA",300,2,300,68.147,"",0.671086517812191,0.521920741883221,1,1,0.235139491799562,0.795631773531664,NA,0.671086517812191,0.521920741883221,1,1,0.693333333333333,NA
"A",3,"complete","DIABLO",300,2,300,65.511,"",0.00924509379275675,3.05626294924447,0.154120493625028,1,0.308072946971933,1.52607497629957,NA,0.00924509379275675,3.05626294924447,0.154120493625028,1,0.673333333333333,NA
"A",3,"complete","MOFA2",300,2,300,12.376,"",-0.0398914813302499,7.60876017658548,0.0349562390376942,1,0.643427737004884,0.470008764366703,NA,-0.0398914813302499,7.60876017658548,0.0349562390376942,1,NA,NA
"A",3,"mcar30","GRAMA",300,2,300,17.756,"",0.134677522509714,2.3360879599073,0.2396009053782,1,0.0871696257520232,1.0669305298696,NA,0.754008858659395,0.442588385257175,1,1,0.577751196172249,NA
