"rep","parameter","value","sil_anchor","elapsed","error"
8,"lambda",1e-04,0.747464069859692,0.935,""
8,"lambda",0.001,0.747462244204446,0.825,""
8,"lambda",0.005,0.747453927391649,0.987,""
8,"lambda",0.01,0.747442844488055,0.789,""
8,"lambda",0.05,0.747333106969589,0.788,""
8,"lambda",0.1,0.747154926697767,0.801,""
8,"lambda",0.5,0.744792822711075,0.802999999999999,""
8,"lambda",1,0.740647098065571,0.802000000000001,""
8,"gamma_y",0,-0.0916673444931407,0.795,""
8,"gamma_y",0.1,0.747395942849935,0.789000000000001,""
8,"gamma_y",0.5,0.747442983533962,0.798,""
8,"gamma_y",1,0.747442844488055,0.827,""
8,"gamma_y",2,0.747442126936673,1.004,""
8,"gamma_y",5,0.747441450009576,0.586,""
8,"gamma_y",10,0.74744116642947,0.787999999999998,""
8,"gamma_y",20,0.747441005158927,0.595000000000001,""
8,"k_nn",3,0.828938436688034,0.734000000000002,""
8,"k_nn",5,0.716860857887026,0.757000000000001,""
8,"k_nn",10,0.747442844488055,0.550999999999998,""
8,"k_nn",15,0.776212421228642,0.747,""
8,"k_nn",25,0.820789426121487,0.791999999999998,""
8,"k_nn",50,0.881331778792065,0.596,""
9,"lambda",1e-04,0.691858094458268,0.956999999999999,""
9,"lambda",0.001,0.691856476112638,0.811,""
9,"lambda",0.005,0.691849388816605,0.816,""
9,"lambda",0.01,0.691840022485401,0.816,""
9,"lambda",0.05,0.691749741819601,0.829000000000001,""
9,"lambda",0.1,0.691606358667586,0.795999999999999,""
9,"lambda",0.5,0.689696532536716,0.809000000000001,""
9,"lambda",1,0.686232709681905,0.783000000000001,""
9,"gamma_y",0,-0.0944182030778131,0.789,""
9,"gamma_y",0.1,0.691801964574942,0.802000000000001,""
9,"gamma_y",0.5,0.691839706122015,0.812999999999999,""
9,"gamma_y",1,0.691840022485401,0.83,""
9,"gamma_y",2,0.691839711558577,0.808,""
9,"gamma_y",5,0.691839353470268,0.83,""
9,"gamma_y",10,0.69183920007176,0.801,""
9,"gamma_y",20,0.69183911488941,0.778,""
9,"k_nn",3,0.701331195569029,0.587000000000003,""
9,"k_nn",5,0.690713621595672,0.773,""
9,"k_nn",10,0.691840022485401,0.733999999999998,""
9,"k_nn",15,0.691098534115686,0.559999999999999,""
9,"k_nn",25,0.791429440004289,0.59,""
9,"k_nn",50,0.915903017999332,0.629999999999999,""
10,"lambda",1e-04,0.78444060619855,0.956,""
10,"lambda",0.001,0.784438974336681,0.845,""
10,"lambda",0.005,0.784431384907836,0.814,""
10,"lambda",0.01,0.784421147279768,0.803,""
10,"lambda",0.05,0.784316877393944,0.798,""
10,"lambda",0.1,0.784142914792371,0.824,""
10,"lambda",0.5,0.781736244537025,0.798999999999999,""
10,"lambda",1,0.777366047385119,0.799000000000001,""
10,"gamma_y",0,-0.126855338269019,0.786999999999999,""
10,"gamma_y",0.1,0.784358053878338,0.812999999999999,""
10,"gamma_y",0.5,0.784419742445414,0.792,""
10,"gamma_y",1,0.784421147279768,0.796000000000001,""
10,"gamma_y",2,0.784421182219902,0.807,""
10,"gamma_y",5,0.784420993766427,0.782,""
10,"gamma_y",10,0.784420913137387,0.759,""
10,"gamma_y",20,0.784420881764033,0.795999999999999,""
10,"k_nn",3,0.836936692885426,0.587,""
10,"k_nn",5,0.82642984456675,0.561,""
10,"k_nn",10,0.784421147279768,0.757999999999999,""
10,"k_nn",15,0.803760473603632,0.768999999999998,""
10,"k_nn",25,0.796615207494183,0.762,""
10,"k_nn",50,0.815770971389353,0.587,""
11,"lambda",1e-04,0.89363342994666,0.93,""
11,"lambda",0.001,0.893632601815903,0.822,""
11,"lambda",0.005,0.893628097699267,0.965,""
11,"lambda",0.01,0.893620936874914,0.842,""
11,"lambda",0.05,0.893519815641812,0.804,""
11,"lambda",0.1,0.893313375124348,0.799000000000001,""
11,"lambda",0.5,0.890031959002777,0.797000000000001,""
11,"lambda",1,0.884151852356368,0.81,""
11,"gamma_y",0,-0.0350426597450474,0.811,""
11,"gamma_y",0.1,0.893472614659236,0.806999999999999,""
11,"gamma_y",0.5,0.893615056177678,0.827,""
11,"gamma_y",1,0.893620936874914,0.806000000000001,""
11,"gamma_y",2,0.893622499519938,0.818,""
11,"gamma_y",5,0.893622934785576,0.822000000000001,""
11,"gamma_y",10,0.893622986321691,0.795999999999999,""
11,"gamma_y",20,0.893622992006451,0.799999999999999,""
11,"k_nn",3,0.820217534212114,0.573,""
