"rep","arm","condition","method","sil","nmi","ber","n_used","ess","elapsed","error"
99,"B","complete","IntegrAO",-0.0402717968848491,0.0045004689146964,0.773333333333333,300,1,107.182,NA
99,"B","mcar30","IntegrAO",-0.0439118006745135,0.0126112068544869,0.72,300,1,77.978,NA
99,"B","mcar50","IntegrAO",-0.0410673738054865,0.0112138064795271,0.76,300,1,63.669,NA
99,"B","mar","IntegrAO",-0.0432064506488625,0.00909472309849662,0.726666666666667,300,1,79.375,NA
100,"B","complete","IntegrAO",-0.0593387155911811,0.0267510240095728,0.666666666666667,300,1,106.305,NA
100,"B","mcar30","IntegrAO",-0.0396843360777777,0.00517562888274214,0.726666666666667,300,1,88.721,NA
100,"B","mcar50","IntegrAO",-0.0476338700403582,0.0270615212000519,0.68,300,1,79.429,NA
100,"B","mar","IntegrAO",-0.0548647084765075,0.0247698752431011,0.636666666666667,300,1,77.329,NA
1,"C","complete","IntegrAO",0.990259255400257,1,0,300,1,98.319,NA
1,"C","mcar30","IntegrAO",0.978498893013956,1,0,291,0.97,77.817,NA
1,"C","mcar50","IntegrAO",0.947024014037857,1,0,268,0.893333333333333,67.273,NA
1,"C","mar","IntegrAO",0.975264219123473,1,0,284,0.946666666666667,65.458,NA
2,"C","complete","IntegrAO",0.991386726558878,1,0,300,1,133.415,NA
2,"C","mcar30","IntegrAO",0.977237161435906,1,0,291,0.97,115.614,NA
2,"C","mcar50","IntegrAO",0.977062755066807,1,0,268,0.893333333333333,62.71,NA
2,"C","mar","IntegrAO",0.979176881701719,1,0,290,0.966666666666667,218.649,NA
3,"C","complete","IntegrAO",0.991232934717563,1,0,300,1,108.226,NA
3,"C","mcar30","IntegrAO",0.978483788017108,1,0,293,0.976666666666667,68.012,NA
3,"C","mcar50","IntegrAO",0.969332195018516,1,0,256,0.853333333333333,50.469,NA
3,"C","mar","IntegrAO",0.972561338487133,1,0,287,0.956666666666667,82.895,NA
4,"C","complete","IntegrAO",0.992008031259438,1,0,300,1,68.037,NA
4,"C","mcar30","IntegrAO",0.977636642573778,1,0,297,0.99,65.972,NA
4,"C","mcar50","IntegrAO",0.960093626840853,1,0,262,0.873333333333333,65.528,NA
4,"C","mar","IntegrAO",0.976937295655224,1,0,295,0.983333333333333,54.357,NA
5,"C","complete","IntegrAO",0.992253559725906,1,0,300,1,77.733,NA
5,"C","mcar30","IntegrAO",0.9755831145793,1,0,290,0.966666666666667,53.435,NA
5,"C","mcar50","IntegrAO",0.966332475333816,1,0,257,0.856666666666667,49.257,NA
5,"C","mar","IntegrAO",0.975919261464134,1,0,285,0.95,90.958,NA
6,"C","complete","IntegrAO",0.991228945658393,1,0,300,1,114.679,NA
6,"C","mcar30","IntegrAO",0.977451206660977,1,0,293,0.976666666666667,101.539,NA
6,"C","mcar50","IntegrAO",0.963741659095255,1,0,264,0.88,69.663,NA
6,"C","mar","IntegrAO",0.976019074084844,1,0,282,0.94,82.564,NA
7,"C","complete","IntegrAO",0.990570040664221,1,0,300,1,73.028,NA
7,"C","mcar30","IntegrAO",0.976991038273378,1,0,291,0.97,52.484,NA
7,"C","mcar50","IntegrAO",0.958917331845385,1,0,268,0.893333333333333,149.999,NA
7,"C","mar","IntegrAO",0.96872905043715,1,0,285,0.95,64.948,NA
8,"C","complete","IntegrAO",0.992161604215626,1,0,300,1,54.23,NA
8,"C","mcar30","IntegrAO",0.976660538830412,1,0,294,0.98,56.203,NA
8,"C","mcar50","IntegrAO",0.964338041830989,1,0,262,0.873333333333333,168.44,NA
8,"C","mar","IntegrAO",0.982780653683289,1,0,283,0.943333333333333,55.605,NA
9,"C","complete","IntegrAO",0.99081503981116,1,0,300,1,132.599,NA
9,"C","mcar30","IntegrAO",0.974566470599611,1,0,290,0.966666666666667,70.072,NA
9,"C","mcar50","IntegrAO",0.962069172847073,1,0,256,0.853333333333333,35.514,NA
9,"C","mar","IntegrAO",0.969826079482231,1,0,284,0.946666666666667,79.913,NA
10,"C","complete","IntegrAO",0.992005110906196,1,0,300,1,96.112,NA
10,"C","mcar30","IntegrAO",0.981039141912096,1,0,293,0.976666666666667,75.229,NA
10,"C","mcar50","IntegrAO",0.959827889406956,1,0,255,0.85,60.882,NA
10,"C","mar","IntegrAO",0.975178799016914,1,0,282,0.94,87.932,NA
11,"C","complete","IntegrAO",0.990655348745757,1,0,300,1,89.844,NA
11,"C","mcar30","IntegrAO",0.974467804833954,1,0,296,0.986666666666667,64.205,NA
11,"C","mcar50","IntegrAO",0.955350593152887,1,0,261,0.87,73.853,NA
11,"C","mar","IntegrAO",0.95767237017613,1,0,280,0.933333333333333,76.737,NA
12,"C","complete","IntegrAO",0.991074177647763,1,0,300,1,84.951,NA
12,"C","mcar30","IntegrAO",0.978519508164642,1,0,292,0.973333333333333,98.74,NA
12,"C","mcar50","IntegrAO",0.965708879450117,1,0,260,0.866666666666667,70.862,NA
12,"C","mar","IntegrAO",0.975185795436243,1,0,286,0.953333333333333,86.303,NA
13,"C","complete","IntegrAO",0.991496114315655,1,0,300,1,106.286,NA
13,"C","mcar30","IntegrAO",0.979085982581765,1,0,289,0.963333333333333,61.621,NA
13,"C","mcar50","IntegrAO",0.969321111478371,1,0,265,0.883333333333333,54.212,NA
13,"C","mar","IntegrAO",0.979565938656951,1,0,281,0.936666666666667,90.668,NA
14,"C","complete","IntegrAO",0.991100875191414,1,0,300,1,80.162,NA
14,"C","mcar30","IntegrAO",0.981089024449952,1,0,291,0.97,89.68,NA
14,"C","mcar50","IntegrAO",0.957635934247275,1,0,269,0.896666666666667,49.686,NA
14,"C","mar","IntegrAO",0.974980334754767,1,0,280,0.933333333333333,68.993,NA
15,"C","complete","IntegrAO",0.99209978119436,1,0,300,1,79.164,NA
15,"C","mcar30","IntegrAO",0.9813607939313,1,0,292,0.973333333333333,55.235,NA
15,"C","mcar50","IntegrAO",0.968187567908562,1,0,265,0.883333333333333,66.429,NA
15,"C","mar","IntegrAO",0.963653009480787,1,0,289,0.963333333333333,68.639,NA
16,"C","complete","IntegrAO",0.992137296106382,1,0,300,1,62.386,NA
16,"C","mcar30","IntegrAO",0.981098490693697,1,0,294,0.98,50.03,NA
16,"C","mcar50","IntegrAO",0.967706347334587,1,0,274,0.913333333333333,48.974,NA
16,"C","mar","IntegrAO",0.978892628147202,1,0,284,0.946666666666667,60.967,NA
17,"C","complete","IntegrAO",0.989852392653155,1,0,300,1,92.612,NA
17,"C","mcar30","IntegrAO",0.97459070360989,1,0,292,0.973333333333333,77.827,NA
17,"C","mcar50","IntegrAO",0.955474937967821,1,0,270,0.9,41.703,NA
17,"C","mar","IntegrAO",0.974651930841809,1,0,281,0.936666666666667,56.294,NA
18,"C","complete","IntegrAO",0.991316679079624,1,0,300,1,80.077,NA
18,"C","mcar30","IntegrAO",0.976175016195737,1,0,292,0.973333333333333,77.07,NA
18,"C","mcar50","IntegrAO",0.965521525533388,1,0,270,0.9,50.44,NA
18,"C","mar","IntegrAO",0.980990030122572,1,0,287,0.956666666666667,86.191,NA
19,"C","complete","IntegrAO",0.992700915310263,1,0,300,1,119.396,NA
19,"C","mcar30","IntegrAO",0.977215916029523,1,0,294,0.98,45.19,NA
19,"C","mcar50","IntegrAO",0.965273357360532,1,0,265,0.883333333333333,43.625,NA
19,"C","mar","IntegrAO",0.980009475581446,1,0,284,0.946666666666667,61.165,NA
20,"C","complete","IntegrAO",0.991529521813994,1,0,300,1,86.717,NA
20,"C","mcar30","IntegrAO",0.977464089009268,1,0,293,0.976666666666667,73.986,NA
20,"C","mcar50","IntegrAO",0.95458877369451,1,0,264,0.88,43.217,NA
20,"C","mar","IntegrAO",0.9755245654126,1,0,283,0.943333333333333,101.876,NA
21,"C","complete","IntegrAO",0.991968592895688,1,0,300,1,95.23,NA
21,"C","mcar30","IntegrAO",0.978915855760677,1,0,290,0.966666666666667,52.367,NA
21,"C","mcar50","IntegrAO",0.965413319057832,1,0,262,0.873333333333333,66.053,NA
21,"C","mar","IntegrAO",0.982914264993431,1,0,288,0.96,55.034,NA
22,"C","complete","IntegrAO",0.990644006867669,1,0,300,1,94.559,NA
22,"C","mcar30","IntegrAO",0.972147559318504,0.802438486359192,0,290,0.966666666666667,51.769,NA
22,"C","mcar50","IntegrAO",0.967687095845267,1,0,269,0.896666666666667,39.853,NA
22,"C","mar","IntegrAO",0.696328428991066,0.832082088751764,0,292,0.973333333333333,67.23,NA
23,"C","complete","IntegrAO",0.992131393417997,1,0,300,1,67.59,NA
23,"C","mcar30","IntegrAO",0.977989711133131,1,0,294,0.98,62.493,NA
23,"C","mcar50","IntegrAO",0.949658404673038,1,0,251,0.836666666666667,57.877,NA
23,"C","mar","IntegrAO",0.967965632832764,1,0,288,0.96,61.604,NA
24,"C","complete","IntegrAO",0.991045945268169,1,0,300,1,75.666,NA
24,"C","mcar30","IntegrAO",0.971455305807718,1,0,288,0.96,100.14,NA
24,"C","mcar50","IntegrAO",0.960544367872619,1,0,261,0.87,43.371,NA
24,"C","mar","IntegrAO",0.980306360765634,1,0,290,0.966666666666667,63.71,NA
25,"C","complete","IntegrAO",0.990522816081384,1,0,300,1,110.584,NA
25,"C","mcar30","IntegrAO",0.97450491431665,1,0,290,0.966666666666667,64.006,NA
25,"C","mcar50","IntegrAO",0.962408779041719,1,0,255,0.85,39.423,NA
25,"C","mar","IntegrAO",0.972972874086625,1,0,284,0.946666666666667,86.178,NA
26,"C","complete","IntegrAO",0.990479381964163,1,0,300,1,75.459,NA
26,"C","mcar30","IntegrAO",0.980591654547459,1,0,294,0.98,63.282,NA
26,"C","mcar50","IntegrAO",0.963317972540528,1,0,258,0.86,61.235,NA
26,"C","mar","IntegrAO",0.98151440009449,1,0,288,0.96,62.932,NA
27,"C","complete","IntegrAO",0.990830032224296,1,0,300,1,79.858,NA
27,"C","mcar30","IntegrAO",0.978176341739975,1,0,292,0.973333333333333,76.077,NA
27,"C","mcar50","IntegrAO",0.968466006629876,1,0,263,0.876666666666667,79.635,NA
27,"C","mar","IntegrAO",0.980227836440807,1,0,274,0.913333333333333,66.415,NA
28,"C","complete","IntegrAO",0.990790858376071,1,0,300,1,92.667,NA
28,"C","mcar30","IntegrAO",0.974242078563721,1,0,292,0.973333333333333,64.812,NA
28,"C","mcar50","IntegrAO",0.970157441325081,1,0,261,0.87,44.87,NA
28,"C","mar","IntegrAO",0.980358220203183,1,0,284,0.946666666666667,83.495,NA
29,"C","complete","IntegrAO",0.990190098286897,1,0,300,1,81.418,NA
29,"C","mcar30","IntegrAO",0.975951584536683,1,0,291,0.97,99.916,NA
29,"C","mcar50","IntegrAO",0.967967442514569,1,0,265,0.883333333333333,72.341,NA
29,"C","mar","IntegrAO",0.975626975590054,1,0,286,0.953333333333333,76.201,NA
30,"C","complete","IntegrAO",0.992270918716366,1,0,300,1,35.339,NA
30,"C","mcar30","IntegrAO",0.97651602877308,1,0,294,0.98,26.542,NA
30,"C","mcar50","IntegrAO",0.962668664015069,1,0,260,0.866666666666667,17.208,NA
30,"C","mar","IntegrAO",0.975324920883639,1,0,285,0.95,20.983,NA
31,"C","complete","IntegrAO",0.991740710362021,1,0,300,1,69.307,NA
31,"C","mcar30","IntegrAO",0.97903085862788,1,0,291,0.97,55.59,NA
31,"C","mcar50","IntegrAO",0.961146533722296,1,0,260,0.866666666666667,111.908,NA
31,"C","mar","IntegrAO",0.98142403664769,1,0,288,0.96,69.285,NA
32,"C","complete","IntegrAO",0.990935552640067,1,0,300,1,73.199,NA
32,"C","mcar30","IntegrAO",0.97602108762257,1,0,293,0.976666666666667,111.052,NA
32,"C","mcar50","IntegrAO",0.969838448076187,1,0,272,0.906666666666667,39.769,NA
32,"C","mar","IntegrAO",0.975909428439974,1,0,280,0.933333333333333,84.932,NA
33,"C","complete","IntegrAO",0.992062961190477,1,0,300,1,91.305,NA
33,"C","mcar30","IntegrAO",0.975306162796723,1,0,292,0.973333333333333,78.436,NA
33,"C","mcar50","IntegrAO",0.969632933046046,1,0,257,0.856666666666667,79.225,NA
33,"C","mar","IntegrAO",0.97988957659439,1,0,278,0.926666666666667,92.723,NA
34,"C","complete","IntegrAO",0.990941412603819,1,0,300,1,72.455,NA
34,"C","mcar30","IntegrAO",0.977057911795529,1,0,288,0.96,84.162,NA
34,"C","mcar50","IntegrAO",0.955075883418897,1,0,264,0.88,62.889,NA
34,"C","mar","IntegrAO",0.976650869374102,1,0,284,0.946666666666667,93.06,NA
35,"C","complete","IntegrAO",0.992517420286251,1,0,300,1,75.041,NA
35,"C","mcar30","IntegrAO",0.975659089032687,1,0,293,0.976666666666667,71.806,NA
35,"C","mcar50","IntegrAO",0.962540764753995,1,0,267,0.89,38.327,NA
35,"C","mar","IntegrAO",0.980869171810921,1,0,286,0.953333333333333,90.845,NA
36,"C","complete","IntegrAO",0.989766758085153,1,0,300,1,38.076,NA
36,"C","mcar30","IntegrAO",0.981000417276254,1,0,295,0.983333333333333,34.694,NA
36,"C","mcar50","IntegrAO",0.966282203505167,1,0,261,0.87,90.119,NA
36,"C","mar","IntegrAO",0.977286754379339,1,0,286,0.953333333333333,61.163,NA
37,"C","complete","IntegrAO",0.99009424305003,1,0,300,1,160.759,NA
37,"C","mcar30","IntegrAO",0.973559581977827,1,0,288,0.96,75.931,NA
37,"C","mcar50","IntegrAO",0.958461593480376,1,0,264,0.88,172.038,NA
37,"C","mar","IntegrAO",0.976742190863,1,0,288,0.96,157.969,NA
38,"C","complete","IntegrAO",0.990558257079831,1,0,300,1,85.055,NA
38,"C","mcar30","IntegrAO",0.972002351093078,1,0,290,0.966666666666667,85.023,NA
38,"C","mcar50","IntegrAO",0.951626460340816,1,0,257,0.856666666666667,61.794,NA
38,"C","mar","IntegrAO",0.972580759388961,1,0,283,0.943333333333333,72.656,NA
39,"C","complete","IntegrAO",0.991496364390328,1,0,300,1,80.944,NA
39,"C","mcar30","IntegrAO",0.979708238358362,1,0,289,0.963333333333333,121.461,NA
39,"C","mcar50","IntegrAO",0.970653311723127,1,0,263,0.876666666666667,125.524,NA
39,"C","mar","IntegrAO",0.970769589528761,1,0,288,0.96,120.861,NA
40,"C","complete","IntegrAO",0.992608993491321,1,0,300,1,97.595,NA
40,"C","mcar30","IntegrAO",0.973228830552522,1,0,294,0.98,78.797,NA
40,"C","mcar50","IntegrAO",0.95894133094184,1,0,263,0.876666666666667,54.702,NA
40,"C","mar","IntegrAO",0.982192583541991,1,0,288,0.96,61.462,NA
41,"C","complete","IntegrAO",0.992434782665664,1,0,300,1,77.74,NA
41,"C","mcar30","IntegrAO",0.979307714432771,1,0,290,0.966666666666667,73.555,NA
41,"C","mcar50","IntegrAO",0.962011460428471,1,0,266,0.886666666666667,42.109,NA
41,"C","mar","IntegrAO",0.973538552601869,1,0,287,0.956666666666667,61.988,NA
42,"C","complete","IntegrAO",0.9889172482909,1,0,300,1,81.918,NA
42,"C","mcar30","IntegrAO",0.973697525527909,1,0,292,0.973333333333333,64.44,NA
42,"C","mcar50","IntegrAO",0.965055267884873,1,0,275,0.916666666666667,50.372,NA
42,"C","mar","IntegrAO",0.979164506109119,1,0,288,0.96,103.026,NA
43,"C","complete","IntegrAO",0.991221980206121,1,0,300,1,78.773,NA
43,"C","mcar30","IntegrAO",0.975516057160815,1,0,292,0.973333333333333,95.745,NA
43,"C","mcar50","IntegrAO",0.972639371194233,1,0,267,0.89,42.814,NA
43,"C","mar","IntegrAO",0.977472413477659,1,0,285,0.95,78.534,NA
44,"C","complete","IntegrAO",0.992790036089429,1,0,300,1,71.565,NA
44,"C","mcar30","IntegrAO",0.978604089880646,1,0,293,0.976666666666667,42.547,NA
44,"C","mcar50","IntegrAO",0.955867676071982,1,0,267,0.89,105.522,NA
44,"C","mar","IntegrAO",0.975773667014957,1,0,286,0.953333333333333,101.365,NA
45,"C","complete","IntegrAO",0.992069320325641,1,0,300,1,84.513,NA
45,"C","mcar30","IntegrAO",0.977466973481053,1,0,289,0.963333333333333,72.189,NA
45,"C","mcar50","IntegrAO",0.96630604401504,1,0,274,0.913333333333333,38.785,NA
45,"C","mar","IntegrAO",0.984859982794592,1,0,285,0.95,43.31,NA
46,"C","complete","IntegrAO",0.990933682669565,1,0,300,1,88.435,NA
46,"C","mcar30","IntegrAO",0.977364272328852,1,0,292,0.973333333333333,48.239,NA
46,"C","mcar50","IntegrAO",0.959122799072795,1,0,263,0.876666666666667,56.12,NA
46,"C","mar","IntegrAO",0.973408498557994,1,0,287,0.956666666666667,52.451,NA
47,"C","complete","IntegrAO",0.992061679021201,1,0,300,1,79.193,NA
47,"C","mcar30","IntegrAO",0.983383441054395,1,0,292,0.973333333333333,48.492,NA
47,"C","mcar50","IntegrAO",0.964759970370943,1,0,257,0.856666666666667,56.595,NA
47,"C","mar","IntegrAO",0.966475915483371,1,0,287,0.956666666666667,88.315,NA
48,"C","complete","IntegrAO",0.992907981244592,1,0,300,1,81.784,NA
48,"C","mcar30","IntegrAO",0.981733942097158,1,0,291,0.97,74.973,NA
48,"C","mcar50","IntegrAO",0.963474040011394,1,0,267,0.89,63.71,NA
48,"C","mar","IntegrAO",0.974907300621145,1,0,288,0.96,60.925,NA
49,"C","complete","IntegrAO",0.991441721611659,1,0,300,1,72.717,NA
49,"C","mcar30","IntegrAO",0.977043288040939,1,0,291,0.97,76.619,NA
49,"C","mcar50","IntegrAO",0.969031133562189,1,0,260,0.866666666666667,43.637,NA
49,"C","mar","IntegrAO",0.98302819290445,1,0,282,0.94,72.846,NA
50,"C","complete","IntegrAO",0.992419565630417,1,0,300,1,138.733,NA
50,"C","mcar30","IntegrAO",0.978888723129996,1,0,292,0.973333333333333,68.322,NA
50,"C","mcar50","IntegrAO",0.970332800398477,1,0,261,0.87,80.45,NA
50,"C","mar","IntegrAO",0.971080128462535,1,0,286,0.953333333333333,69.624,NA
51,"C","complete","IntegrAO",0.990495103488329,1,0,300,1,97.757,NA
51,"C","mcar30","IntegrAO",0.981210381792828,1,0,298,0.993333333333333,85.064,NA
51,"C","mcar50","IntegrAO",0.963599417307779,1,0,268,0.893333333333333,54.552,NA
51,"C","mar","IntegrAO",0.97823444443832,1,0,291,0.97,203.926,NA
52,"C","complete","IntegrAO",0.991614711431849,1,0,300,1,119.87,NA
52,"C","mcar30","IntegrAO",0.976563276402356,1,0,289,0.963333333333333,204.495,NA
52,"C","mcar50","IntegrAO",0.958506897038108,1,0,258,0.86,108.965,NA
52,"C","mar","IntegrAO",0.982424482057161,1,0,285,0.95,198.481,NA
53,"C","complete","IntegrAO",0.991018836982114,1,0,300,1,75.871,NA
53,"C","mcar30","IntegrAO",0.974236856056177,1,0,287,0.956666666666667,199.348,NA
53,"C","mcar50","IntegrAO",0.962714175855465,1,0,258,0.86,60.025,NA
53,"C","mar","IntegrAO",0.980305811147048,1,0,285,0.95,63.837,NA
54,"C","complete","IntegrAO",0.990808876490842,1,0,300,1,86.965,NA
54,"C","mcar30","IntegrAO",0.979828029768411,1,0,291,0.97,68.878,NA
54,"C","mcar50","IntegrAO",0.977456542776227,1,0,259,0.863333333333333,70.315,NA
54,"C","mar","IntegrAO",0.972097863806015,1,0,287,0.956666666666667,83.246,NA
55,"C","complete","IntegrAO",0.990249167793429,1,0,300,1,76.989,NA
55,"C","mcar30","IntegrAO",0.977366025074038,1,0,296,0.986666666666667,108.611,NA
55,"C","mcar50","IntegrAO",0.961165054084009,1,0,264,0.88,47.352,NA
55,"C","mar","IntegrAO",0.972047415552513,1,0,282,0.94,62.993,NA
56,"C","complete","IntegrAO",0.992993073368339,1,0,300,1,69.184,NA
56,"C","mcar30","IntegrAO",0.978949450544031,1,0,294,0.98,140.766,NA
56,"C","mcar50","IntegrAO",0.959998691274217,1,0,262,0.873333333333333,45.352,NA
56,"C","mar","IntegrAO",0.97558022728747,1,0,282,0.94,58.993,NA
57,"C","complete","IntegrAO",0.991357116528624,1,0,300,1,66.223,NA
57,"C","mcar30","IntegrAO",0.973199617688092,1,0,292,0.973333333333333,72.046,NA
57,"C","mcar50","IntegrAO",0.974358332481032,1,0,272,0.906666666666667,56.958,NA
57,"C","mar","IntegrAO",0.983032404018332,1,0,286,0.953333333333333,72.197,NA
58,"C","complete","IntegrAO",0.99156652937659,1,0,300,1,89.056,NA
58,"C","mcar30","IntegrAO",0.978637923794698,1,0,295,0.983333333333333,50.382,NA
58,"C","mcar50","IntegrAO",0.633213513137068,0.797675859492009,0.0780838454784899,274,0.913333333333333,50.629,NA
58,"C","mar","IntegrAO",0.974318954769334,1,0,280,0.933333333333333,105.627,NA
59,"C","complete","IntegrAO",0.990472812887559,1,0,300,1,87.995,NA
59,"C","mcar30","IntegrAO",0.97549445298792,1,0,291,0.97,61.15,NA
59,"C","mcar50","IntegrAO",0.949182523227628,1,0,265,0.883333333333333,70.645,NA
59,"C","mar","IntegrAO",0.975807476012145,1,0,284,0.946666666666667,56.142,NA
60,"C","complete","IntegrAO",0.990582409072131,1,0,300,1,72.184,NA
60,"C","mcar30","IntegrAO",0.9699966281626,1,0,290,0.966666666666667,47.634,NA
60,"C","mcar50","IntegrAO",0.964402600257611,1,0,266,0.886666666666667,106.092,NA
60,"C","mar","IntegrAO",0.979428723009838,1,0,286,0.953333333333333,61.93,NA
61,"C","complete","IntegrAO",0.990515889063503,1,0,300,1,91.111,NA
61,"C","mcar30","IntegrAO",0.977773624137632,1,0,290,0.966666666666667,36.893,NA
61,"C","mcar50","IntegrAO",0.973218561179875,1,0,266,0.886666666666667,48.747,NA
61,"C","mar","IntegrAO",0.973356611980471,1,0,278,0.926666666666667,44.604,NA
62,"C","complete","IntegrAO",0.98853828769896,1,0,300,1,105.672,NA
62,"C","mcar30","IntegrAO",0.971636322281468,1,0,288,0.96,130.978,NA
62,"C","mcar50","IntegrAO",0.947681911262097,1,0,257,0.856666666666667,104.35,NA
62,"C","mar","IntegrAO",0.970629570998656,1,0,286,0.953333333333333,121.928,NA
63,"C","complete","IntegrAO",0.991997978533922,1,0,300,1,85.519,NA
63,"C","mcar30","IntegrAO",0.982649599957974,1,0,289,0.963333333333333,104.513,NA
63,"C","mcar50","IntegrAO",0.97247662937226,1,0,264,0.88,83.931,NA
63,"C","mar","IntegrAO",0.983439715780921,1,0,285,0.95,57.481,NA
64,"C","complete","IntegrAO",0.991904559103848,1,0,300,1,90.972,NA
64,"C","mcar30","IntegrAO",0.981537412852392,1,0,292,0.973333333333333,57.087,NA
64,"C","mcar50","IntegrAO",0.955951202871477,1,0,258,0.86,74.421,NA
64,"C","mar","IntegrAO",0.978107245802328,1,0,286,0.953333333333333,53.924,NA
65,"C","complete","IntegrAO",0.989645513119025,1,0,300,1,71.631,NA
65,"C","mcar30","IntegrAO",0.977762877398227,1,0,296,0.986666666666667,82.244,NA
65,"C","mcar50","IntegrAO",0.959867012949375,1,0,239,0.796666666666667,43.111,NA
65,"C","mar","IntegrAO",0.972401767006,1,0,292,0.973333333333333,80.874,NA
66,"C","complete","IntegrAO",0.992437989190415,1,0,300,1,95.129,NA
66,"C","mcar30","IntegrAO",0.982614593096847,1,0,289,0.963333333333333,76.205,NA
66,"C","mcar50","IntegrAO",0.964598896600846,1,0,258,0.86,81.189,NA
66,"C","mar","IntegrAO",0.983017156473818,1,0,287,0.956666666666667,55.271,NA
67,"C","complete","IntegrAO",0.991232115854603,1,0,300,1,107.336,NA
67,"C","mcar30","IntegrAO",0.979641285748203,1,0,294,0.98,59.196,NA
67,"C","mcar50","IntegrAO",0.974077888761814,1,0,259,0.863333333333333,56.21,NA
67,"C","mar","IntegrAO",0.981583776173182,1,0,292,0.973333333333333,81.426,NA
68,"C","complete","IntegrAO",0.993233021309077,1,0,300,1,67.975,NA
68,"C","mcar30","IntegrAO",0.972484037825567,1,0,293,0.976666666666667,62.657,NA
68,"C","mcar50","IntegrAO",0.965485083631465,1,0,261,0.87,57.597,NA
68,"C","mar","IntegrAO",0.980597634972653,1,0,283,0.943333333333333,62.955,NA
69,"C","complete","IntegrAO",0.98940011671232,1,0,300,1,79.889,NA
69,"C","mcar30","IntegrAO",0.978794439243019,1,0,292,0.973333333333333,57.979,NA
69,"C","mcar50","IntegrAO",0.957304552726997,1,0,255,0.85,58.89,NA
69,"C","mar","IntegrAO",0.974360886341926,1,0,288,0.96,111.959,NA
70,"C","complete","IntegrAO",0.991115057133739,1,0,300,1,80.704,NA
70,"C","mcar30","IntegrAO",0.971522453504727,1,0,295,0.983333333333333,43.568,NA
70,"C","mcar50","IntegrAO",0.956181391335396,1,0,259,0.863333333333333,54.648,NA
70,"C","mar","IntegrAO",0.973306105483491,1,0,283,0.943333333333333,52.789,NA
71,"C","complete","IntegrAO",0.991214391207351,1,0,300,1,82.367,NA
71,"C","mcar30","IntegrAO",0.975969361069832,1,0,292,0.973333333333333,62.795,NA
71,"C","mcar50","IntegrAO",0.963549172243763,1,0,267,0.89,56.634,NA
71,"C","mar","IntegrAO",0.980076979155201,1,0,285,0.95,72.595,NA
72,"C","complete","IntegrAO",0.989061666525785,1,0,300,1,70.906,NA
72,"C","mcar30","IntegrAO",0.967340463779168,1,0,292,0.973333333333333,75.016,NA
72,"C","mcar50","IntegrAO",0.968651875605279,1,0,260,0.866666666666667,73.26,NA
72,"C","mar","IntegrAO",0.962128843195253,1,0,282,0.94,80.313,NA
73,"C","complete","IntegrAO",0.988365714678858,1,0,300,1,90.358,NA
73,"C","mcar30","IntegrAO",0.970606030932519,1,0,295,0.983333333333333,76.158,NA
73,"C","mcar50","IntegrAO",0.964836985964423,1,0,264,0.88,45.047,NA
73,"C","mar","IntegrAO",0.969633146185465,1,0,288,0.96,89.876,NA
74,"C","complete","IntegrAO",0.992115431668832,1,0,300,1,84.173,NA
74,"C","mcar30","IntegrAO",0.981241284987477,1,0,288,0.96,79.047,NA
74,"C","mcar50","IntegrAO",0.961833609582687,1,0,271,0.903333333333333,48.456,NA
74,"C","mar","IntegrAO",0.981798458049241,1,0,289,0.963333333333333,60.162,NA
75,"C","complete","IntegrAO",0.990739169858484,1,0,300,1,74.413,NA
75,"C","mcar30","IntegrAO",0.979837244155812,1,0,288,0.96,96.231,NA
75,"C","mcar50","IntegrAO",0.963094042318299,1,0,266,0.886666666666667,61.497,NA
75,"C","mar","IntegrAO",0.980651138212911,1,0,283,0.943333333333333,104.325,NA
76,"C","complete","IntegrAO",0.991513537166996,1,0,300,1,117.672,NA
76,"C","mcar30","IntegrAO",0.981449025397201,1,0,290,0.966666666666667,92.708,NA
76,"C","mcar50","IntegrAO",0.952783766813268,1,0,267,0.89,109.733,NA
76,"C","mar","IntegrAO",0.972023233434119,1,0,291,0.97,122.013,NA
77,"C","complete","IntegrAO",0.990757598771905,1,0,300,1,144.751,NA
77,"C","mcar30","IntegrAO",0.974734742426926,1,0,292,0.973333333333333,125.247,NA
77,"C","mcar50","IntegrAO",0.949271578880173,1,0,258,0.86,107.446,NA
77,"C","mar","IntegrAO",0.977541634470331,1,0,280,0.933333333333333,123.459,NA
78,"C","complete","IntegrAO",0.992572103432597,1,0,300,1,92.983,NA
78,"C","mcar30","IntegrAO",0.974837509799962,1,0,294,0.98,59.566,NA
78,"C","mcar50","IntegrAO",0.966520471707519,1,0,269,0.896666666666667,60.904,NA
78,"C","mar","IntegrAO",0.976853195889,1,0,285,0.95,72.987,NA
79,"C","complete","IntegrAO",0.991483043112372,1,0,300,1,118.628,NA
79,"C","mcar30","IntegrAO",0.982785831423331,1,0,296,0.986666666666667,115.14,NA
79,"C","mcar50","IntegrAO",0.963099756786529,1,0,256,0.853333333333333,196.278,NA
79,"C","mar","IntegrAO",0.978911781933484,1,0,286,0.953333333333333,126.61,NA
80,"C","complete","IntegrAO",0.991850446342865,1,0,300,1,73.385,NA
80,"C","mcar30","IntegrAO",0.976574702054772,1,0,293,0.976666666666667,81.321,NA
